date,strategy_return,benchmark_return
2021,-0.03333378214391214,-0.024376004934872242
2022,0.03294759130886438,-0.21316080945625093
2023,0.11148768288288435,-0.1037321102601797
2024,0.18871526153841955,0.12202815371631548
2025,0.13214248301870968,0.20887859175399348
2026,0.0889152573594052,0.07761426038589847
