date,order_book_id,weight
2021-11-22,000537.XSHE,0.03353715012508283
2021-11-22,000591.XSHE,0.03747621612054394
2021-11-22,000629.XSHE,0.03479106637123189
2021-11-22,000731.XSHE,0.03827056927955902
2021-11-22,000937.XSHE,0.03150692745236102
2021-11-22,000993.XSHE,0.025973950041763453
2021-11-22,002088.XSHE,0.03749363210004161
2021-11-22,002453.XSHE,0.0330050195371185
2021-11-22,002487.XSHE,0.03410963257227028
2021-11-22,002531.XSHE,0.03604064474126034
2021-11-22,300390.XSHE,0.020551390032989916
2021-11-22,300443.XSHE,0.030105592804045317
2021-11-22,300488.XSHE,0.023750386050059677
2021-11-22,300772.XSHE,0.026119278525806717
2021-11-22,600011.XSHG,0.04327663324268395
2021-11-22,600141.XSHG,0.02871813316934246
2021-11-22,600163.XSHG,0.03401161598139208
2021-11-22,600256.XSHG,0.03345500522438726
2021-11-22,600821.XSHG,0.03341909589188928
2021-11-22,601016.XSHG,0.040425986541824326
2021-11-22,601101.XSHG,0.03025934457806705
2021-11-22,601126.XSHG,0.024892122589344777
2021-11-22,601666.XSHG,0.02890837241779974
2021-11-22,603026.XSHG,0.02926880775576279
2021-11-22,603055.XSHG,0.041642669181737924
2021-11-22,603077.XSHG,0.033593319427791334
2021-11-22,603693.XSHG,0.031850427864893935
2021-11-22,603897.XSHG,0.03192298151994042
2021-11-22,603948.XSHG,0.042761092314703555
2021-11-22,603985.XSHG,0.028862936544304774
2021-11-23,000537.XSHE,0.03353715012508283
2021-11-23,000591.XSHE,0.03747621612054394
2021-11-23,000629.XSHE,0.03479106637123189
2021-11-23,000731.XSHE,0.03827056927955902
2021-11-23,000937.XSHE,0.03150692745236102
2021-11-23,000993.XSHE,0.025973950041763453
2021-11-23,002088.XSHE,0.03749363210004161
2021-11-23,002453.XSHE,0.0330050195371185
2021-11-23,002487.XSHE,0.03410963257227028
2021-11-23,002531.XSHE,0.03604064474126034
2021-11-23,300390.XSHE,0.020551390032989916
2021-11-23,300443.XSHE,0.030105592804045317
2021-11-23,300488.XSHE,0.023750386050059677
2021-11-23,300772.XSHE,0.026119278525806717
2021-11-23,600011.XSHG,0.04327663324268395
2021-11-23,600141.XSHG,0.02871813316934246
2021-11-23,600163.XSHG,0.03401161598139208
2021-11-23,600256.XSHG,0.03345500522438726
2021-11-23,600821.XSHG,0.03341909589188928
2021-11-23,601016.XSHG,0.040425986541824326
2021-11-23,601101.XSHG,0.03025934457806705
2021-11-23,601126.XSHG,0.024892122589344777
2021-11-23,601666.XSHG,0.02890837241779974
2021-11-23,603026.XSHG,0.02926880775576279
2021-11-23,603055.XSHG,0.041642669181737924
2021-11-23,603077.XSHG,0.033593319427791334
2021-11-23,603693.XSHG,0.031850427864893935
2021-11-23,603897.XSHG,0.03192298151994042
2021-11-23,603948.XSHG,0.042761092314703555
2021-11-23,603985.XSHG,0.028862936544304774
2021-11-24,000537.XSHE,0.03353715012508283
2021-11-24,000591.XSHE,0.03747621612054394
2021-11-24,000629.XSHE,0.03479106637123189
2021-11-24,000731.XSHE,0.03827056927955902
2021-11-24,000937.XSHE,0.03150692745236102
2021-11-24,000993.XSHE,0.025973950041763453
2021-11-24,002088.XSHE,0.03749363210004161
2021-11-24,002453.XSHE,0.0330050195371185
2021-11-24,002487.XSHE,0.03410963257227028
2021-11-24,002531.XSHE,0.03604064474126034
2021-11-24,300390.XSHE,0.020551390032989916
2021-11-24,300443.XSHE,0.030105592804045317
2021-11-24,300488.XSHE,0.023750386050059677
2021-11-24,300772.XSHE,0.026119278525806717
2021-11-24,600011.XSHG,0.04327663324268395
2021-11-24,600141.XSHG,0.02871813316934246
2021-11-24,600163.XSHG,0.03401161598139208
2021-11-24,600256.XSHG,0.03345500522438726
2021-11-24,600821.XSHG,0.03341909589188928
2021-11-24,601016.XSHG,0.040425986541824326
2021-11-24,601101.XSHG,0.03025934457806705
2021-11-24,601126.XSHG,0.024892122589344777
2021-11-24,601666.XSHG,0.02890837241779974
2021-11-24,603026.XSHG,0.02926880775576279
2021-11-24,603055.XSHG,0.041642669181737924
2021-11-24,603077.XSHG,0.033593319427791334
2021-11-24,603693.XSHG,0.031850427864893935
2021-11-24,603897.XSHG,0.03192298151994042
2021-11-24,603948.XSHG,0.042761092314703555
2021-11-24,603985.XSHG,0.028862936544304774
2021-12-03,000537.XSHE,0.03353715012508283
2021-12-03,000591.XSHE,0.03747621612054394
2021-12-03,000629.XSHE,0.03479106637123189
2021-12-03,000731.XSHE,0.03827056927955902
2021-12-03,000937.XSHE,0.03150692745236102
2021-12-03,000993.XSHE,0.025973950041763453
2021-12-03,002088.XSHE,0.03749363210004161
2021-12-03,002453.XSHE,0.0330050195371185
2021-12-03,002487.XSHE,0.03410963257227028
2021-12-03,002531.XSHE,0.03604064474126034
2021-12-03,300390.XSHE,0.020551390032989916
2021-12-03,300443.XSHE,0.030105592804045317
2021-12-03,300488.XSHE,0.023750386050059677
2021-12-03,300772.XSHE,0.026119278525806717
2021-12-03,600011.XSHG,0.04327663324268395
2021-12-03,600141.XSHG,0.02871813316934246
2021-12-03,600163.XSHG,0.03401161598139208
2021-12-03,600256.XSHG,0.03345500522438726
2021-12-03,600821.XSHG,0.03341909589188928
2021-12-03,601016.XSHG,0.040425986541824326
2021-12-03,601101.XSHG,0.03025934457806705
2021-12-03,601126.XSHG,0.024892122589344777
2021-12-03,601666.XSHG,0.02890837241779974
2021-12-03,603026.XSHG,0.02926880775576279
2021-12-03,603055.XSHG,0.041642669181737924
2021-12-03,603077.XSHG,0.033593319427791334
2021-12-03,603693.XSHG,0.031850427864893935
2021-12-03,603897.XSHG,0.03192298151994042
2021-12-03,603948.XSHG,0.042761092314703555
2021-12-03,603985.XSHG,0.028862936544304774
2021-12-07,000537.XSHE,0.03353715012508283
2021-12-07,000591.XSHE,0.03747621612054394
2021-12-07,000629.XSHE,0.03479106637123189
2021-12-07,000731.XSHE,0.03827056927955902
2021-12-07,000937.XSHE,0.03150692745236102
2021-12-07,000993.XSHE,0.025973950041763453
2021-12-07,002088.XSHE,0.03749363210004161
2021-12-07,002453.XSHE,0.0330050195371185
2021-12-07,002487.XSHE,0.03410963257227028
2021-12-07,002531.XSHE,0.03604064474126034
2021-12-07,300390.XSHE,0.020551390032989916
2021-12-07,300443.XSHE,0.030105592804045317
2021-12-07,300488.XSHE,0.023750386050059677
2021-12-07,300772.XSHE,0.026119278525806717
2021-12-07,600011.XSHG,0.04327663324268395
2021-12-07,600141.XSHG,0.02871813316934246
2021-12-07,600163.XSHG,0.03401161598139208
2021-12-07,600256.XSHG,0.03345500522438726
2021-12-07,600821.XSHG,0.03341909589188928
2021-12-07,601016.XSHG,0.040425986541824326
2021-12-07,601101.XSHG,0.03025934457806705
2021-12-07,601126.XSHG,0.024892122589344777
2021-12-07,601666.XSHG,0.02890837241779974
2021-12-07,603026.XSHG,0.02926880775576279
2021-12-07,603055.XSHG,0.041642669181737924
2021-12-07,603077.XSHG,0.033593319427791334
2021-12-07,603693.XSHG,0.031850427864893935
2021-12-07,603897.XSHG,0.03192298151994042
2021-12-07,603948.XSHG,0.042761092314703555
2021-12-07,603985.XSHG,0.028862936544304774
2021-12-08,000537.XSHE,0.03353715012508283
2021-12-08,000591.XSHE,0.03747621612054394
2021-12-08,000629.XSHE,0.03479106637123189
2021-12-08,000731.XSHE,0.03827056927955902
2021-12-08,000937.XSHE,0.03150692745236102
2021-12-08,000993.XSHE,0.025973950041763453
2021-12-08,002088.XSHE,0.03749363210004161
2021-12-08,002453.XSHE,0.0330050195371185
2021-12-08,002487.XSHE,0.03410963257227028
2021-12-08,002531.XSHE,0.03604064474126034
2021-12-08,300390.XSHE,0.020551390032989916
2021-12-08,300443.XSHE,0.030105592804045317
2021-12-08,300488.XSHE,0.023750386050059677
2021-12-08,300772.XSHE,0.026119278525806717
2021-12-08,600011.XSHG,0.04327663324268395
2021-12-08,600141.XSHG,0.02871813316934246
2021-12-08,600163.XSHG,0.03401161598139208
2021-12-08,600256.XSHG,0.03345500522438726
2021-12-08,600821.XSHG,0.03341909589188928
2021-12-08,601016.XSHG,0.040425986541824326
2021-12-08,601101.XSHG,0.03025934457806705
2021-12-08,601126.XSHG,0.024892122589344777
2021-12-08,601666.XSHG,0.02890837241779974
2021-12-08,603026.XSHG,0.02926880775576279
2021-12-08,603055.XSHG,0.041642669181737924
2021-12-08,603077.XSHG,0.033593319427791334
2021-12-08,603693.XSHG,0.031850427864893935
2021-12-08,603897.XSHG,0.03192298151994042
2021-12-08,603948.XSHG,0.042761092314703555
2021-12-08,603985.XSHG,0.028862936544304774
2021-12-09,000537.XSHE,0.03353715012508283
2021-12-09,000591.XSHE,0.03747621612054394
2021-12-09,000629.XSHE,0.03479106637123189
2021-12-09,000731.XSHE,0.03827056927955902
2021-12-09,000937.XSHE,0.03150692745236102
2021-12-09,000993.XSHE,0.025973950041763453
2021-12-09,002088.XSHE,0.03749363210004161
2021-12-09,002453.XSHE,0.0330050195371185
2021-12-09,002487.XSHE,0.03410963257227028
2021-12-09,002531.XSHE,0.03604064474126034
2021-12-09,300390.XSHE,0.020551390032989916
2021-12-09,300443.XSHE,0.030105592804045317
2021-12-09,300488.XSHE,0.023750386050059677
2021-12-09,300772.XSHE,0.026119278525806717
2021-12-09,600011.XSHG,0.04327663324268395
2021-12-09,600141.XSHG,0.02871813316934246
2021-12-09,600163.XSHG,0.03401161598139208
2021-12-09,600256.XSHG,0.03345500522438726
2021-12-09,600821.XSHG,0.03341909589188928
2021-12-09,601016.XSHG,0.040425986541824326
2021-12-09,601101.XSHG,0.03025934457806705
2021-12-09,601126.XSHG,0.024892122589344777
2021-12-09,601666.XSHG,0.02890837241779974
2021-12-09,603026.XSHG,0.02926880775576279
2021-12-09,603055.XSHG,0.041642669181737924
2021-12-09,603077.XSHG,0.033593319427791334
